Pháp lý,Hướng,Chính chủ,Đường trước nhà,Giá,url,Địa chỉ tài sản,Mã tin,Số phòng ngủ,Loại BDS,Chiều dài,Diện tích,Sân thượng,Thuộc dự án,Phòng ăn,Loại tin,Chổ để xe hơi,Chiều ngang,Nhà bếp,Số lầu
---,_,---,12m,"24,8 tỷ",https://alonhadat.com.vn/sieu-pham-lien-ke-75m2-7-tang-thang-may-lo-goc-nga-4-duong-3-mat-tien-kinh-doanh--16621587.html,"Phố Nông Quốc Chấn, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",16621587.0,5,"Biệt thự, nhà liền kề",6m,75 m2,---,,---,Cần bán,---,12m,---,7
---,_,---,12m,"15,5 tỷ",https://alonhadat.com.vn/lien-ke-duong-noi-55m2-4-tang-sieu-dep-full-noi-that-o-to-tranh-kinh-doanh-view-truong-16622187.html,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",16622187.0,4,"Biệt thự, nhà liền kề","12,5m",55 m2,---,Khu đô thị mới Dương Nội - Nam Cường (xem chi tiết dự án),---,Cần bán,---,4m,---,4
Sổ hồng/ Sổ đỏ,_,---,12m,"17,5 tỷ",https://alonhadat.com.vn/sieu-pham-55m2-7-tang-thang-may-gara-o-to-kinh-doanh-dich-vu-lien-ke-van-phuc-gappppp-16620632.html,"Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",16620632.0,5,"Biệt thự, nhà liền kề",12m,50 m2,---,Khu đô thị mới Vạn Phúc (xem chi tiết dự án),---,Cần bán,---,"4,5m",---,7
Sổ hồng/ Sổ đỏ,Tây Nam,---,4m,25 triệu / m2,https://alonhadat.com.vn/ban-dat-phuong-nam-son-quan-kien-an-hai-phong-16287012.html,"Tổ dân phố Kha Lâm 6, Phường Nam Sơn, Quận Kiến An, Hải Phòng",16287012.0,---,"Đất thổ cư, đất ở",18m,79 m2,---,,---,Cần bán,,"4,35m",---,---
Sổ hồng/ Sổ đỏ,Tây Nam,---,12m,"20,5 tỷ",https://alonhadat.com.vn/lo-dat-tiem-nang-1-3-mau-kdc-hien-huu-600m2-tho-cu-gia-1-6-tr-m2-tinh-lo-328-xuyen-moc-17335887.html,"32/20A Tỉnh lộ 328, Xã Phước Tân, Huyện Xuyên Mộc, Bà Rịa Vũng Tàu",17335887.0,---,"Đất thổ cư, đất ở",190m,12.686 m2,---,,---,Cần bán,---,53m,---,---
Sổ hồng/ Sổ đỏ,Bắc,---,6m,"4,5 tỷ",https://alonhadat.com.vn/nha-mat-tien-ho-dac-di-128-45-ywang-cu--17251772.html,"128/45 Đường Y Wang, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk",17251772.0,2,Nhà trong hẻm,44m,220 m2,---,,,Cần bán,,5m,,---
Sổ hồng/ Sổ đỏ,_,---,10m,"3,2 tỷ",https://alonhadat.com.vn/-ban-3-lo-dat-ngay-cau-binh-tan-tdc-hon-ro-1-gia-tot-17272485.html,"Đường Tôn Đức Thắng, Xã Phước Đồng, Thành phố Nha Trang, Khánh Hòa",17272485.0,---,"Đất thổ cư, đất ở",---,80 m2,---,Khu dân cư Hòn Rớ 1 (xem chi tiết dự án),---,Cần bán,,6m,---,---
Sổ hồng/ Sổ đỏ,Tây Nam,---,30m,"52,4 tỷ",https://alonhadat.com.vn/ban-3-can-lien-ke-mat-tien-duong-duong-quang-dong-ngay-khu-tam-hanh-chinh-q8-17374265.html,"Đường Dương Quang Đông, Phường 8, Quận 8, Hồ Chí Minh",17374265.0,4,"Biệt thự, nhà liền kề",21m,255 m2,---,,---,Cần bán,---,12m,---,2
Sổ hồng/ Sổ đỏ,Đông Nam,---,12m,9 tỷ,https://alonhadat.com.vn/-co-hoi-dau-tu-mat-tien-ly-thuong-kiet-354m-300-tho-cu-9-ti-an-phuoc-long-thanh--17372182.html,"Đường Lý Thường Kiệt, Xã An Phước, Huyện Long Thành, Đồng Nai",17372182.0,3,Nhà mặt tiền,48m,354 m2,---,,---,Cần bán,---,"7,5m",---,---
Sổ hồng/ Sổ đỏ,Bắc,---,2m,"13,8 tỷ",https://alonhadat.com.vn/ban-nha-pho-vuong-thua-vu-thanh-xuan-86m2-o-to-do-cong-gia-13-8-ty-17371861.html,"Phố Vương Thừa Vũ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",17371861.0,5,Nhà trong hẻm,"10,8m",86 m2,,,,Cần bán,,"7,8m",,3
Sổ hồng/ Sổ đỏ,_,---,5m,"8,5 tỷ",https://alonhadat.com.vn/ban-day-nha-tro-16-phong-tai-thon-nui-mong-xa-hoan-son-16522578.html,"Thôn Núi Móng, Xã Hoàn Sơn, Huyện Tiên Du, Bắc Ninh",16522578.0,16,"Phòng trọ, nhà trọ",---,248 m2,---,,---,Cần bán,---,---,---,3
Sổ hồng/ Sổ đỏ,_,---,10m,"1,6 tỷ",https://alonhadat.com.vn/ban-dat-truc-chinh-thi-tran-kep-15787074.html,"Đường Quốc Lộ 1A, Huyện Lạng Giang, Bắc Giang",15787074.0,---,"Đất nền, liền kề, đất dự án",---,84 m2,---,,---,Cần bán,---,---,---,---
---,_,---,20m,259 triệu / m2,https://alonhadat.com.vn/ban-dat-vip-duong-tran-quang-khai-noi-dai-phuong-nha-trang-tinh-khanh-hoa--17364871.html,"P Đường Trần Quang Khải, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",17364871.0,---,"Đất thổ cư, đất ở",25m,250 m2,---,,---,Cần bán,---,10m,---,---
Sổ hồng/ Sổ đỏ,Đông,---,13m,"5,5 tỷ",https://alonhadat.com.vn/nha-pho-nghi-duong-ho-boi-rieng-bai-dai-5-5-ty-can-so-hong-lau-dai-17367854.html,"Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Thành phố Cam Ranh, Khánh Hòa",17367854.0,3,"Biệt thự, nhà liền kề",20m,120 m2,,Khu đô thị mới Caraworld Cam Ranh (xem chi tiết dự án),,Cần bán,,6m,,3
Sổ hồng/ Sổ đỏ,_,---,5m,"8,8 tỷ",https://alonhadat.com.vn/ban-120m2-nguyen-khe-dong-anh-ha-noi-duong-thong-o-to-vao-tan-dat-17296654.html,"Đường Quốc Lộ 3, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",17296654.0,---,"Đất thổ cư, đất ở","22,6m",120 m2,---,,---,Cần bán,---,"5,2m",---,---
Sổ hồng/ Sổ đỏ,Tây Bắc,---,12m,22 tỷ,https://alonhadat.com.vn/-ban-quan-an-nha-mat-tien-20m-gan-1-sao-gia-22-ti-an-phuoc-long-thanh-17366749.html,"Xã An Phước, Huyện Long Thành, Đồng Nai",17366749.0,4,Nhà mặt tiền,47m,931 m2,,,,Cần bán,,20m,,1
Sổ hồng/ Sổ đỏ,Tây Bắc,---,8m,"7,6 tỷ",https://alonhadat.com.vn/dat-sieu-dep-khoa-da-hung-tay-17364246.html,"Xã Hưng Tây, Huyện Hưng Nguyên, Nghệ An",17364246.0,---,"Đất thổ cư, đất ở",20m,200 m2,---,,---,Cần bán,---,10m,---,---
Sổ hồng/ Sổ đỏ,_,---,3m,"5,49 tỷ",https://alonhadat.com.vn/hot-nha-2-tang-ke-himlam-hoang-trong-mau-2-mat-hem-55m2-chi-5-49-ty-tl-17313256.html,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",17313256.0,3,Nhà trong hẻm,13m,55 m2,---,,---,Cần bán,---,"4,3m",---,2
Sổ hồng/ Sổ đỏ,_,---,4m,"7,48 tỷ",https://alonhadat.com.vn/-nha-dep-2-tang-67m-co-hd-thue-15tr-th-3pn-gan-lam-van-ben-gia-hon-5-ty-15967184.html,"Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",15967184.0,6,Nhà trong hẻm,9m,32 m2,---,,---,Cần bán,---,"3,5m",---,5
Sổ hồng/ Sổ đỏ,Đông Bắc,---,20m,230 triệu / m2,https://alonhadat.com.vn/ban-nha-goc-2-mt-nguyen-thi-minh-khai-phuoc-hoa-dt-171-3m2-chi-230tr-m2-17332668.html,"Đường Nguyễn Thị Minh Khai, Phường Phước Hòa, Thành phố Nha Trang, Khánh Hòa",17332668.0,---,Nhà mặt tiền,28m,171 m2,---,,---,Cần bán,---,6m,---,---
Sổ hồng/ Sổ đỏ,Tây Bắc,---,"7,5m","7,65 tỷ",https://alonhadat.com.vn/chao-ban-ngoi-nha-dep-o-duong-thanh-luong-9-p-hoa-xuan-q-cam-le-da-nang-17358684.html,"Đường Thanh Lương 9, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",17358684.0,3,Nhà mặt tiền,20m,100 m2,---,,---,Cần bán,---,5m,---,3
Sổ hồng/ Sổ đỏ,Nam,---,4m,780 triệu,https://alonhadat.com.vn/ban-dat-an-duong-60m2-ngo-4m-gia-cuc-re-chi-780-tr-17256735.html,"Đường Đặng Cương, Phường An Hải, Quận An Dương, Hải Phòng",17256735.0,---,"Đất thổ cư, đất ở",---,60 m2,---,,---,Cần bán,---,---,---,---
---,Tây Nam,---,---,"2,2 tỷ",https://alonhadat.com.vn/chinh-chu-can-ban-can-ho-93-m2-3pn-2wc-dep-nhat-du-an-sai-gon-moi-nha-be-17340378.html,"2317A Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",17340378.0,3,Căn hộ chung cư,---,93 m2,---,Khu dân cư Sài Gòn Mới (New Sài Gòn) (xem chi tiết dự án),---,Cần bán,---,---,---,---
---,_,---,9m,"4,95 tỷ",https://alonhadat.com.vn/ban-gap-nha-2-lau-phuong-buu-long-bien-hoa-dong-nai-17333631.html,"Đường N10, Phường Bửu Long, Thành phố Biên Hoà, Đồng Nai",17333631.0,4,"Biệt thự, nhà liền kề",18m,80 m2,,,,Cần bán,,"4,5m",,2
Sổ hồng/ Sổ đỏ,_,---,6m,"6,6 tỷ",https://alonhadat.com.vn/ban-nha-3-tang-dt-80m2-so-hong-rieng-dc-1419-le-van-luong-phuoc-kien-16790418.html,"1419 Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh",16790418.0,4,Nhà trong hẻm,16m,80 m2,,,,Cần bán,,5m,,3
---,_,---,15m,16 tỷ,https://alonhadat.com.vn/ban-can-goc-65m2-5-tang-2-mat-tien-quang-trung-ha-dong-kd-da-nganh-vp-cong-ty-16-ty-17235194.html,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",17235194.0,6,Nhà mặt tiền,5m,65 m2,---,,---,Cần bán,---,16m,---,5
Sổ hồng/ Sổ đỏ,Tây Nam,---,10m,15 tỷ,https://alonhadat.com.vn/ban-biet-thu-san-vuon-dt-2-840m-full-noi-that-cao-cap-gia-15-ti-trung-tam-an-phuoc-17323008.html,"Xã An Phước, Huyện Long Thành, Đồng Nai",17323008.0,5,"Biệt thự, nhà liền kề",87m,2.840 m2,---,,,Cần bán,,36m,,---
Sổ hồng/ Sổ đỏ,_,---,30m,25 tỷ,https://alonhadat.com.vn/ban-nha-le-trong-tan-le-van-luong-dau-gia-gieng-sen-nha-7-t-kinh-doanh-san-dong-tien-17322928.html,"Đường An Hưng 1, Phường La Khê, Quận Hà Đông, Hà Nội",17322928.0,7,"Đất thổ cư, đất ở","9,8m",50 m2,---,,---,Cần bán,---,"5,2m",---,7
Sổ hồng/ Sổ đỏ,Tây Nam,---,4m,"7,9 tỷ",https://alonhadat.com.vn/ban-nha-hem-xe-hoi-so-1122-23-4-duong-quang-trung-p-8-q-go-vap-16786414.html,"1122/23/4 Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",16786414.0,4,Nhà trong hẻm,14m,77 m2,,,,Cần bán,,5m,,3
Sổ hồng/ Sổ đỏ,_,---,"3,5m","4,4 tỷ",https://alonhadat.com.vn/ban-dat-trong-cay-lau-nam-quy-hoach-hong-suoi-chon-p-bao-vinh-dong-nai-16883241.html,"Ấp Suối Chồn, Đường Suối Chồn, Phường Bảo Vinh, Thành phố Long Khánh, Đồng Nai",16883241.0,---,"Đất nông, lâm nghiệp",110m,3.231 m2,---,,---,Cần bán,---,31m,---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,3m,"2,7 tỷ",https://alonhadat.com.vn/-can-ban-gap-nha-dep-dat-177m-ngay-kdl-lan-vuong-chi-2-7-ty--17281819.html,"490/B2 Đường 30 Tháng 4, Xã Phú Nhuận, Thành phố Bến Tre, Bến Tre",17281819.0,---,Nhà trong hẻm,22m,177 m2,---,Khu dân cư Phú Nhuận (xem chi tiết dự án),---,Cần bán,---,8m,---,---
Giấy phép XD,_,---,---,"1,45 tỷ",https://alonhadat.com.vn/doc-quyen-quy-can-tang-6-7-9-14-chung-cu-yen-binh-complex-gia-1-4-ty-17262371.html,"Phường Đồng Tiến, Thành phố Phổ Yên, Thái Nguyên",17262371.0,2,Căn hộ chung cư,---,62 m2,---,Khu đô thị mới Yên Bình Xanh (Yên Bình Green City) (xem chi tiết dự án),,Cần bán,---,---,,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,5m,920 triệu,https://alonhadat.com.vn/-lock-20-lo-hot-tai-hoa-vang-ngay-huong-trung-tam-hanh-chinh--17277112.html,"Quốc Lộ 14B, Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",17277112.0,---,"Đất thổ cư, đất ở",17m,120 m2,---,,---,Cần bán,---,7m,---,---
Sổ hồng/ Sổ đỏ,Nam,---,50m,7 tỷ,https://alonhadat.com.vn/dat-lam-kho-quoc-lo-14-courdang-17288264.html,"Km14 Đường Quốc lộ 14, Phường Tân Lập, Thành phố Buôn Ma Thuột, Đắk Lắk",17288264.0,---,"Kho, xưởng",61m,850 m2,---,,---,Cần bán,---,14m,---,---
Sổ hồng/ Sổ đỏ,_,---,6m,"7,8 tỷ",https://alonhadat.com.vn/nha-ban-khu-aeon-tan-phu-4-5-tang-4x13m-chinh-chu-17262149.html,"69/18 Đường Dương Văn Dương, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",17262149.0,4,Nhà trong hẻm,13m,240 m2,,,,Cần bán,,4m,,4
---,Nam,---,10m,"16,8 tỷ",https://alonhadat.com.vn/sieu-pham-nha-pho-vip-lam-ha-long-bien-17009117.html,"Đường Lâm Hạ, Phường Bồ Đề, Quận Long Biên, Hà Nội",17009117.0,4,Nhà mặt tiền,---,45 m2,,,,Cần bán,,"3,8m",,7
Sổ hồng/ Sổ đỏ,Nam,---,25m,24 tỷ,https://alonhadat.com.vn/ban-nha-mat-tien-tran-hung-dao-vi-tri-dep--17253706.html,"Đường Trần Hưng Đạo, Phường 5, Thành phố Tuy Hòa, Phú Yên",17253706.0,4,Nhà mặt tiền,33m,148 m2,,,,Cần bán,,"4,5m",,2
Sổ hồng/ Sổ đỏ,Đông Bắc,---,43m,"15,5 tỷ",https://alonhadat.com.vn/ban-nha-mat-duong-pham-van-dong-l41-khu-bt-me-linh-anh-dung-duong-kinh-hai-phong-17253233.html,"L41 Đường Phạm Văn Đồng, Phường Hưng Đạo, Quận Dương Kinh, Hải Phòng",17253233.0,5,Nhà mặt tiền,25m,180 m2,---,Khu dân cư Mê Linh (xem chi tiết dự án),---,Cần bán,---,"7,2m",---,3
---,_,---,---,198 tỷ,https://alonhadat.com.vn/can-chuyen-nhuong-khu-nghi-duong-tai-thien-duong-bien-quy-nhon-17239118.html,"Quốc Lộ 1D, Phường Ghềnh Ráng, Thành phố Quy Nhơn, Bình Định",17239118.0,---,Các loại khác,---,14.500 m2,---,,---,Cần bán,---,---,---,---
---,_,---,---,"2,5 triệu / m2",https://alonhadat.com.vn/ban-dat-dao-ngoc-phu-4-cong-ap-da-chong-xa-bai-thom-phu-quoc-kien-giang-7800599.html,"Xã Bãi Thơm, Thành phố Phú Quốc, Kiên Giang",7800599.0,---,"Đất nông, lâm nghiệp",---,5.000 m2,---,,---,Cần bán,---,---,---,---
---,_,---,---,"2,7 triệu / m2",https://alonhadat.com.vn/ban-dat-dao-ngoc-phu-quoc-4-cong-ap-da-chong-xa-bai-thom-phu-quoc-kien-giang-7842784.html,"ấp Đá Chồng, Xã Bãi Thơm, Thành phố Phú Quốc, Kiên Giang",7842784.0,---,"Đất thổ cư, đất ở",---,4.100 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,12m,136 triệu / m2,https://alonhadat.com.vn/ban-dat-nen-du-an-hoang-anh-minh-tuan-quan-9-so-do-1-so-nen-vi-tri-dep-8074947.html,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Thành phố Thủ Đức, Hồ Chí Minh",8074947.0,---,"Đất nền, liền kề, đất dự án",25m,127 m2,---,Khu dân cư Hoàng Anh Minh Tuấn (xem chi tiết dự án),---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Tây Nam,---,12m,"2,5 tỷ",https://alonhadat.com.vn/can-ban-dat-khu-do-thi-long-hung-bien-hoa-1-so-nen-gia-re-vi-tri-dep-so-do-chinh-chu-9769122.html,"Hương lộ 2, Xã Long Hưng, Thành phố Biên Hoà, Đồng Nai",9769122.0,---,"Đất nền, liền kề, đất dự án",20m,100 m2,---,Khu đô thị mới Long Hưng City (xem chi tiết dự án),---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,20m,"3,9 tỷ",https://alonhadat.com.vn/dat-co-nha-c4-khu-phan-lo-do-thi-dich-vu-trang-ha-tp-tu-son-dang-nong-len-tung-ngay-d-15053459.html,"Trang hạ Đường Nguyễn Văn Cừ, Phường Trang Hạ, Thành phố Từ Sơn, Bắc Ninh",15053459.0,1,"Biệt thự, nhà liền kề",13m,70 m2,,Khu dân cư Thương mại Dịch vụ Trang Hạ (xem chi tiết dự án),,Cần bán,,5m,,1
Sổ hồng/ Sổ đỏ,_,---,3m,"7,5 tỷ",https://alonhadat.com.vn/nha-pho-tran-khat-chan-4tang-4ngu-lo-goc-15m-ra-oto-17397113.html,"Đường Đê Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",17397113.0,4,Nhà trong hẻm,10m,48 m2,,,,Cần bán,---,"4,8m",,4
Sổ hồng/ Sổ đỏ,_,---,6m,"14,99 tỷ",https://alonhadat.com.vn/nha-phan-lo-thang-may-gara-oto-6-tang-hx-timescity--17397189.html,"Đường Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",17397189.0,4,Nhà mặt tiền,15m,55 m2,,,,Cần bán,,"3,5m",,6
Sổ hồng/ Sổ đỏ,_,---,3m,7 tỷ,https://alonhadat.com.vn/ban-nha-bach-dang-43m2-5tang-mt-4m35-4ngu-30m-ra-pho-oto-tranh-16995585.html,"Đường Bạch Đằng, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội",16995585.0,4,Nhà trong hẻm,10m,43 m2,,,,Cần bán,---,"4,35m",,5
Sổ hồng/ Sổ đỏ,_,---,4m,"14,9 tỷ",https://alonhadat.com.vn/ban-nha-pho-xa-dan-7tang-6ngu-5m-ra-oto-tranh-16950871.html,"Phố Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",16950871.0,6,Nhà trong hẻm,15m,63 m2,,,,Cần bán,---,"4,2m",,7
Sổ hồng/ Sổ đỏ,_,---,4m,"7,35 tỷ",https://alonhadat.com.vn/nha-dep-lo-goc-5tang-xay-moi-ve-o-duoc-ngay-kinh-doanh-cong-nghe-cu--17397059.html,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",17397059.0,3,Nhà trong hẻm,9m,36 m2,,,,Cần bán,---,4m,,5
Sổ hồng/ Sổ đỏ,Tây Nam,---,6m,"6,5 tỷ",https://alonhadat.com.vn/nha-2-mat-tien-dong-ke-lien-chieu-da-nang-dien-tich-105m-ngang-5-2m-duong-6m-17337740.html,"Đường Đồng Kè, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",17337740.0,2,Nhà mặt tiền,20m,105 m2,---,,---,Cần bán,---,"5,2m",---,1
Sổ hồng/ Sổ đỏ,_,---,8m,"20,5 tỷ",https://alonhadat.com.vn/dinh-cu-uc-can-ban-gap-nha-phan-lo-pho-lieu-giai-ba-dinh-50m-5-tang-lo-goc-oto-tranh-vao-n-17413443.html,"Phố Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",17413443.0,4,Nhà trong hẻm,---,50 m2,---,,---,Cần bán,---,4m,---,5
Sổ hồng/ Sổ đỏ,_,---,3m,"4,6 tỷ",https://alonhadat.com.vn/nha-moi-o-to-do-gan-hau-ai-van-canh-dien-tich-45m-sat-vanh-dai-3-5-gia-4-6ty-co-bot-14861352.html,"Đường Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",14861352.0,4,Nhà trong hẻm,11m,45 m2,---,,---,Cần bán,---,4m,---,4
Sổ hồng/ Sổ đỏ,_,---,3m,"4,2 tỷ",https://alonhadat.com.vn/ban-nha-tra-gop-tai-lai-xa-kim-chung-dt-36m-x-5-tang-gia-3ty-gan-duong-o-to-ga-tau-nhon-14993343.html,"Đường Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",14993343.0,6,Nhà trong hẻm,9m,36 m2,---,,---,Cần bán,---,"3,8m",---,5
Giấy tờ hợp lệ,Đông Nam,---,3m,4 tỷ,https://alonhadat.com.vn/ban-gap-nha-moi-xay-tai-nga-tu-tram-troi-dt-45m2-o-to-do-cong-xay-4-tang-gia-4ty-17174249.html,"Đường Quốc lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",17174249.0,5,Nhà trong hẻm,10m,45 m2,---,,---,Cần bán,---,"4,5m",---,4
Sổ hồng/ Sổ đỏ,_,---,20m,485 ngàn / m2,https://alonhadat.com.vn/mat-vuon-hoa-nam-hong-dky-c-c-ba-n-gap-nx-2t-gac-xep-110m2-5x22m-4xtr-1m-17413439.html,"Đồng Ky Đường Đồng Kỵ 1, Phường Đồng Kỵ, Thành phố Từ Sơn, Bắc Ninh",17413439.0,2,Nhà mặt tiền,2em,110 m2,,Khu đô thị mới Nam Hồng Garden (xem chi tiết dự án),,Cần bán,,5m,,2
Sổ hồng/ Sổ đỏ,_,---,5m,"5,1 tỷ",https://alonhadat.com.vn/ban-nha-hem-160-nguyen-van-quy-phu-thuan-quan-7-50m2-17413437.html,"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",17413437.0,2,Nhà trong hẻm,10m,50 m2,---,,---,Cần bán,---,5m,---,2
Sổ hồng/ Sổ đỏ,Tây Bắc,---,15m,7 tỷ,https://alonhadat.com.vn/cho-thue-nha-mat-duong-pho-moi-ngay-nga-3-visip-mat-tien-10m-dien-tich-200m2-via-he-rong-14748083.html,"Đường Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, Hải Phòng",14748083.0,4,Nhà mặt tiền,10m,40 m2,,,,Cần bán,,4m,,4
Sổ hồng/ Sổ đỏ,_,---,7m,130 triệu,https://alonhadat.com.vn/nha-5tang-thang-may-90m2-n-4-1m-hxt-7m-thong-ngay-mt-kenh-tan-hoa-17361015.html,"Đường Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh",17361015.0,5,Nhà trong hẻm,22m,90 m2,,,---,Cần bán,,"4,1m",,5
Sổ hồng/ Sổ đỏ,Tây,---,12m,"4,3 tỷ",https://alonhadat.com.vn/mat-tien-sieu-giam-gia-duong-so-24-le-van-quoi-p-bhha-4x13-chi-con-4-3-ty-tl-17413336.html,"Đường số 24, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",17413336.0,3,Nhà mặt tiền,"12,5m",49 m2,---,,,Cần bán,,4m,,2
Sổ hồng/ Sổ đỏ,_,---,6m,"5,3 tỷ",https://alonhadat.com.vn/nha-duc-3-5-tam-4x11-hem-xe-hoi-thong-duong-so-20-p-bhha-gia-5-35-ty-tl-17413010.html,"Đường số 20, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",17413010.0,4,Nhà trong hẻm,11m,45 m2,,,,Cần bán,,4m,,4
Sổ hồng/ Sổ đỏ,_,---,8m,"5,9 tỷ",https://alonhadat.com.vn/5x19-mat-tien-133-lien-khu-4-5-nha-cap-4-hem-8m-thong-binh-hung-hoa-b-gia-5-99-ty-tl-17410567.html,"Đường Liên khu 4 - 5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",17410567.0,5,Nhà trong hẻm,19m,95 m2,---,,,Cần bán,,5m,,2
---,_,---,2m,"3,85 tỷ",https://alonhadat.com.vn/3-86-ty-ban-nha-4-tang-ngo-67-vinh-cat-vinh-niem-le-chan-nha-4-tang-doc-lap--17410944.html,"Đường Vĩnh Cát, Phường Vĩnh Niệm, Quận Lê Chân, Hải Phòng",17410944.0,4,Nhà trong hẻm,---,41 m2,---,,,Cần bán,---,---,,4
---,_,---,3m,"1,09 tỷ",https://alonhadat.com.vn/-ban-lo-dat-tai-duong-cam-lo-hung-vuong-hong-bang-vi-tri-ngay-khu-do-thi-himlam-17066251.html,"Đường Cam Lộ, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng",17066251.0,---,Nhà trong hẻm,---,40 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,"7,5m","5,48 tỷ",https://alonhadat.com.vn/ban-dat-hoang-tang-bi-lien-chieu-da-nang-dien-tich-100m-ngang-5m-duong-10-5m-17352387.html,"Đường Trần Tấn, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",17352387.0,2,Nhà mặt tiền,8m,88 m2,,,,Cần bán,,10m,,1
---,_,---,6m,"13,3 tỷ",https://alonhadat.com.vn/-13-3ty-phan-lo-oto-tranh-vao-nha-40m-6tang-mt5-6m-le-van-luong-thanh-xuan-17413433.html,"Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",17413433.0,4,Nhà mặt tiền,---,40 m2,,,,Cần bán,,"5,6m",,6
Sổ hồng/ Sổ đỏ,_,---,8m,"26,3 tỷ",https://alonhadat.com.vn/ban-toa-nha-phan-dinh-giot-thanh-xuan-70m-x-7t-thang-may-o-to-tranh-kinh-doanh-17413430.html,"Phố Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",17413430.0,14,Nhà trong hẻm,---,70 m2,,,,Cần bán,,"4,2m",,7
Giấy tờ hợp lệ,_,---,5m,"3,2 tỷ",https://alonhadat.com.vn/-4-x-8m-2-tang-nho-xinh-phu-hop-cho-gd-tre-gia-chi-bang-tien-thue-chung-cu-chi-3-2ty-17413428.html,"Đường số 4, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",17413428.0,2,Nhà trong hẻm,8m,32 m2,,,,Cần bán,,4m,,1
Sổ hồng/ Sổ đỏ,_,---,"2,1m","10,2 tỷ",https://alonhadat.com.vn/dong-da-duong-lang-40m2-5-tang-mt-4m-ngo-nong-cach-pho-chi-35m-nhinh-10-ty-17401890.html,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",17401890.0,6,Nhà mặt tiền,---,50 m2,,,,Cần bán,---,4m,,5
Sổ hồng/ Sổ đỏ,_,---,"2,2m",155 triệu / m2,https://alonhadat.com.vn/cach-o-to-tranh-20m-96m2-hoang-hoa-tham-ngoc-ha-ba-dinh-chi-179-trieu-m2-16988061.html,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",16988061.0,6,"Đất thổ cư, đất ở",---,96 m2,,,,Cần bán,---,5m,,4
